co_art,Modelo,Descripción,Sub-Línea,Marca,P1 C/IVA,P2 C/IVA,DSP
100098,VIAA0112102011,A/A SPLIT VIOTTO 12.000 BTU 110V NIVEUS BLANCO VIAA1006017,AIRE ACONDICIONADO,VIOTTO,"584,99","349,99",3
100157,TCL12CWDNE,A/A DE VENTANA TCL 12.000 BTU 120V BLANCO,AIRE ACONDICIONADO,TCL,"589,99","354,99",1
100180,CHP06DL,PURIFICADOR DE AGUA COWAY OSMOSIS INVERSA BLANCO,ENFRIADORES BOTELLON,COWAY,"1.484,99","0,00",1
100181,P07FRV,PURIFICADOR DE AGUA COWAY OSMOSIS INVERSA BLANCO,ENFRIADORES BOTELLON,COWAY,"1.549,99","0,00",1
100288,VINV0504144029,NEVERA EJEC VIOTTO 3.2 CU.FT C/ESCARCHA 2 PTA ARENA VIRF1001250,NEVERAS,VIOTTO,"484,99","289,99",2
100290,VINV0404144012,NEVERA EJEC VIOTTO 3.2 CU.FT. C/ESCARCHA NEGRO VIRF1001256,NEVERAS,VIOTTO,"444,99","264,99",2
100293,VINV0404144019,NEVERA EJEC VIOTTO 3.2 CU.FT C/ESCARCHA DORADO VIRF1001255,NEVERAS,VIOTTO,"444,99","264,99",2
100298,VINV0404144015,NEVERA EJEC VIOTTO 3.2 CU.FT. C/ESCARCHA GRIS VIRF1001257,NEVERAS,VIOTTO,"444,99","264,99",2
100326,MALBEC7,VINERA DRIJA 7 BOTELLAS ACERO,VINERAS,DRIJA,"694,99","419,99",1
100368,WRF555SDFZ,NEVERA F/D WHIRLPOOL 25 CU.FT. ACERO,NEVERAS,WHIRLPOOL,"4.999,99","2.899,99",1
100393,7WRS25SDHM,NEVERA SXS WHIRLPOOL 25 CU.FT. C/DISP ACERO,NEVERAS,WHIRLPOOL,"3.339,99","1.969,99",2
100450,MVB36CRC,A/A TIPO GABINETE MIDEA 36.000 BTU 220V BLANCO,AIRE ACONDICIONADO,MIDEA,"1.689,99","999,99",1
100457,7WRS21SDHM,NEVERA SXS WHIRLPOOL 21 CU.FT. C/DISP ACERO,NEVERAS,WHIRLPOOL,"2.799,99","1.689,99",5
100484,WRX735SDHZ,NEVERA F/D WHIRLPOOL 25 CU.FT. C/DISP ACERO,NEVERAS,WHIRLPOOL,"6.669,99","3.999,99",1
100485,KRMF706ESS,NEVERA F/D KITCHENAID 25.8 CU.FT. C/DISP ACERO,NEVERAS,KITCHENAID,"10.229,99","6.139,99",1
100495,WRS588FIHZ,NEVERA SXS WHIRLPOOL 28 CU.FT. C/DISP ACERO,NEVERAS,WHIRLPOOL,"2.574,99","1.539,99",1
100506,LMYL11119B,DISPENSADOR DE AGUA B/SUP JAGUAR BLANCO,ENFRIADORES BOTELLON,JAGUAR,"199,99","119,99",1
100530,DOMSX18CR,A/A SPLIT DORAL 18.000 BTU 220V BLANCO,AIRE ACONDICIONADO,DORAL,"799,99","479,99",1
100602,BR20A,NEVERA SXS BACCO 20 CU.FT. C/DISP ACERO,NEVERAS,BACCO,"2.209,99","1.279,99",1
100618,WUI75X15HZ,FABRICADOR DE HIELO WHIRLPOOL 11 KG ACERO,FABRICADORES D HIELO,WHIRLPOOL,"2.829,99","1.689,99",2
100638,SWA3120Q,A/A SPLIT WHIRLPOOL 18.000 BTU 220V BLANCO,AIRE ACONDICIONADO,WHIRLPOOL,"989,99","589,99",22
100676,WUI95X15HZ,FABRICADOR DE HIELO WHIRLPOOL 12 KG ACERO,FABRICADORES D HIELO,WHIRLPOOL,"3.389,99","2.029,99",13
100685,WRB322DMBM,NEVERA F/D WHIRLPOOL 22 CU.FT. ACERO,NEVERAS,WHIRLPOOL,"4.229,99","2.539,99",2
100729,RS28T5B00S9,NEVERA SXS SAMSUNG 28 CU.FT. ACERO,NEVERAS,SAMSUNG,"2.669,99","1.599,99",13
100740,BFHC6W,FABRICADOR DE HIELO BACCO 6 KG BLANCO,FABRICADORES D HIELO,BACCO,"519,99","309,99",1
100758,FPFU19F8WF,CONGELADOR VERT FRIGIDAIRE 538 LTS PROFESIONAL ACERO,CONGELADORES,FRIGIDAIRE,"6.494,99","3.769,99",1
100759,FPRU19F8WF,NEVERA IND FRIGIDAIRE 19 CU.FT. PROFESIONAL ACERO,NEVERAS,FRIGIDAIRE,"6.494,99","3.769,99",1
100771,VR182C7,A/A SPLIT LG 18.000 BTU 220V AC INVERTER NEGRO,AIRE ACONDICIONADO,LG,"1.599,99","959,99",1
100775,SJ14CM,A/A DE VENTANA SJ ELECTRONICS 14.000 BTU 120V BLANCO,AIRE ACONDICIONADO,SJ ELECTRONICS,"549,99","329,99",1
100776,ASSJ12CRB,A/A SPLIT SJ ELECTRONICS 12.000 BTU 220V BLANCO,AIRE ACONDICIONADO,SJ ELECTRONICS,"669,99","399,99",2
100797,GS65BPGK,NEVERA SXS LG 24 CU.FT. ACERO,NEVERAS,LG,"2.819,99","1.689,99",2
100820,TCL12CSAKC,A/A SPLIT TCL 12.000 BTU 220V BLANCO,AIRE ACONDICIONADO,TCL,"614,99","364,99",9
100821,TCL18CSAKC,A/A SPLIT TCL 18.000 BTU 220V BLANCO,AIRE ACONDICIONADO,TCL,"914,99","549,99",5
100823,CHIANTI154,VINERA DRIJA 154 BOTELLAS ACERO,VINERAS,DRIJA,"3.159,99","1.899,99",2
100824,FQF20C3MUSW,DISPENSADOR DE AGUA B/SUP FRIGIDAIRE BLANCO,ENFRIADORES BOTELLON,FRIGIDAIRE,"409,99","244,99",4
100827,SJ10CM,A/A DE VENTANA SJ ELECTRONICS 10.000 BTU 220V BLANCO,AIRE ACONDICIONADO,SJ ELECTRONICS,"434,99","259,99",2
100828,ROSSO8,VINERA DRIJA 8 BOTELLAS ACERO,VINERAS,DRIJA,"379,99","224,99",1
100856,VM122C9,A/A SPLIT LG 12.000 BTU 220V DC INVERTER BLANCO,AIRE ACONDICIONADO,LG,"1.099,99","659,99",7
100863,TCL12CWDM,A/A DE VENTANA TCL 12.000 BTU 220V BLANCO,AIRE ACONDICIONADO,TCL,"499,99","299,99",1
100869,GP21BPP,CONGELADOR VERT LG 150 LTS INVERTER ACERO,CONGELADORES,LG,"819,99","489,99",5
100870,FRQG1721AV,NEVERA F/D FRIGIDAIRE 17 CU.FT. ACERO,NEVERAS,FRIGIDAIRE,"2.134,99","1.289,99",1
100871,FRTS15K3HTS,NEVERA T/M FRIGIDAIRE 15 CU.FT. C/DISP ACERO,NEVERAS,FRIGIDAIRE,"1.799,99","1.079,99",2
100899,BF12S,CONGELADOR VERT BACCO 274 LTS ACERO,CONGELADORES,BACCO,"1.714,99","989,99",1
100900,BN12S,NEVERA IND BACCO 12 CU.FT. ACERO,NEVERAS,BACCO,"1.714,99","989,99",1
100901,P07QR,PURIFICADOR DE AGUA COWAY OSMOSIS INVERSA BLANCO,ENFRIADORES BOTELLON,COWAY,"834,99","0,00",1
100902,RVU20046GBK,VINERA TEKA 46 BOTELLAS SOMMELIER NEGRO,VINERAS,TEKA,"1.884,99","1.099,99",2
100904,SWA3020Q,A/A SPLIT WHIRLPOOL 12.000 BTU 220V BLANCO,AIRE ACONDICIONADO,WHIRLPOOL,"669,99","399,99",12
100919,VX122C1,A/A SPLIT LG 12.000 BTU 220V DUALCOOL INVERTER BLANCO,AIRE ACONDICIONADO,LG,"834,99","499,99",22
100921,KUBR214KSB,CENTRO DE BEBIDAS KITCHENAID 14 BOTELLAS ACERO,VINERAS,KITCHENAID,"5.669,99","3.399,99",2
100925,CQFC09Z,CONGELADOR HORZ CHIQ 255 LTS BLANCO,CONGELADORES,CHIQ,"589,99","349,99",1
100933,DOMSX12CR,A/A SPLIT DORAL 12.000 BTU 220V BLANCO,AIRE ACONDICIONADO,DORAL,"519,99","309,99",1
100936,WK5915BD,DISPENSADOR DE AGUA B/INF WHIRLPOOL PLATEADO,ENFRIADORES BOTELLON,WHIRLPOOL,"559,99","329,99",35
100937,WS4515BS,NEVERA EJEC WHIRLPOOL 4 CU.FT. NEGRO,NEVERAS,WHIRLPOOL,"519,99","299,99",3
100938,WW3310S,VINERA WHIRLPOOL 33 BOTELLAS PLATEADO,VINERAS,WHIRLPOOL,"819,99","479,99",18
100940,BLACK,NEVERA SXS DRIJA 15 CU.FT. T/ESP NEGRO,NEVERAS,DRIJA,"2.029,99","1.199,99",1
100941,MIRROR,NEVERA SXS DRIJA 15 CU.FT. T/ESP AZUL,NEVERAS,DRIJA,"2.114,99","1.239,99",1
100944,TCL400Y,CONGELADOR HORZ TCL 400 LTS BLANCO,CONGELADORES,TCL,"1.399,99","829,99",1
100946,WRS315SDHS,NEVERA SXS WHIRLPOOL 24 CU.FT. C/DISP ACERO,NEVERAS,WHIRLPOOL,"2.199,99","1.329,99",1
100959,RT35A571JS9,NEVERA T/M SAMSUNG 13 CU.FT. C/DISP ACERO,NEVERAS,SAMSUNG,"1.629,99","959,99",11
100961,RS23CB70NA12,NEVERA SXS SAMSUNG 23 CU.FT. BLANCO,NEVERAS,SAMSUNG,"2.989,99","1.739,99",10
100966,WRJ45AKTWW,NEVERA T/M WHIRLPOOL 16 CU.FT. C/DISP ACERO,NEVERAS,WHIRLPOOL,"1.599,99","929,99",1
100967,GPAC10WR,A/A PORTATIL GALATI 3 EN 1 10.000 BTU 110V BLANCO,AIRE ACONDICIONADO,GALATI,"654,99","389,99",4
100968,TCF200Y,CONGELADOR HORZ TCL 200 LTS BLANCO,CONGELADORES,TCL,"669,99","399,99",1
100975,RT32A571JS8,NEVERA T/M SAMSUNG 12 CU.FT. C/DISP ACERO,NEVERAS,SAMSUNG,"1.259,99","729,99",2
100976,WD1600S,NEVERA SXS WHIRLPOOL 18 CU.FT. PLATEADO,NEVERAS,WHIRLPOOL,"2.054,99","1.229,99",3
100977,WD1610S,NEVERA SXS WHIRLPOOL 18 CU.FT. C/DISP PLATEADO,NEVERAS,WHIRLPOOL,"2.284,99","1.369,99",10
100978,SWA3220Q,A/A SPLIT WHIRLPOOL 22.000 BTU 220V BLANCO,AIRE ACONDICIONADO,WHIRLPOOL,"1.334,99","799,99",11
100979,SYRAH20,VINERA DRIJA 20 BOTELLAS ACERO,VINERAS,DRIJA,"1.069,99","639,99",2
100983,FH12BLACK,FABRICADOR DE HIELO DRIJA 12 KG NEGRO,FABRICADORES D HIELO,DRIJA,"239,99","139,99",4
100984,FH12INOX,FABRICADOR DE HIELO DRIJA 12 KG ACERO,FABRICADORES D HIELO,DRIJA,"199,99","119,99",2
100985,BLACK3,NEVERA EJEC DRIJA 3.2 CU.FT. NEGRO,NEVERAS,DRIJA,"414,99","239,99",1
100986,ACQUA,DISPENSADOR DE AGUA B/INF DRIJA NEGRO,ENFRIADORES BOTELLON,DRIJA,"429,99","259,99",1
100991,TCL150Y,CONGELADOR HORZ TCL 145 LTS BLANCO,CONGELADORES,TCL,"534,99","319,99",2
100992,PVS06BSPSS,VINERA Y CTRO/BEBIDAS GE 52 BOTELLAS ACERO,VINERAS,GE,"1.949,99","1.149,99",5
100993,UCC15NPRII,FABRICADOR DE HIELO GE 22 KG PLATEADO,FABRICADORES D HIELO,GE,"5.454,99","3.199,99",1
100997,SJ709,DISPENSADOR DE AGUA B/INF SJ ELECTRONICS NEGRO,ENFRIADORES BOTELLON,SJ ELECTRONICS,"429,99","259,99",4
100999,TWIN36D4PIFH,NEVERA F/D DRIJA 18 CU.FT. ACERO,NEVERAS,DRIJA,"2.319,99","1.389,99",2
101001,TWIN36D4PD,NEVERA F/D DRIJA 18 CU.FT. ACERO,NEVERAS,DRIJA,"2.319,99","1.389,99",2
101005,KRFF577KPS,NEVERA F/D KITCHENAID 27 CU.FT. C/DISP ACERO,NEVERAS,KITCHENAID,"8.169,99","4.899,99",1
101006,CTR04B,NEVERA EXH BOTTOM MOUNT 4 CU.FT. NEGRO,NEVERAS,BOTTOM MOUNT,"644,99","389,99",3
101007,GSAC12S,A/A SPLIT GALATI 12.000 BTU 220V BLANCO,AIRE ACONDICIONADO,GALATI,"554,99","329,99",1
101008,SJ510B,DISPENSADOR DE AGUA B/SUP SJ ELECTRONICS C/GAB 3 LLAVES BLANCO,ENFRIADORES BOTELLON,SJ ELECTRONICS,"269,99","159,99",1
101010,INOX,NEVERA SXS DRIJA 15 CU.FT. C/DISP ACERO,NEVERAS,DRIJA,"1.369,99","819,99",8
101011,MIRROR3,NEVERA EJEC DRIJA 3.2 CU.FT. AZUL,NEVERAS,DRIJA,"449,99","269,99",2
101012,TCL05CWDN,A/A DE VENTANA TCL 5.000 BTU 115V BLANCO,AIRE ACONDICIONADO,TCL,"289,99","174,99",3
101013,TCL24CSAKC,A/A SPLIT TCL 24.000 BTU 220V BLANCO,AIRE ACONDICIONADO,TCL,"1.174,99","699,99",1
101021,APL12110VCW,A/A PORTATIL SAYS 12.000 BTU 110V BLANCO,AIRE ACONDICIONADO,GENERICO,"649,99","389,99",5
101022,KRBL109ESS,NEVERA B/M KITCHENAID 19 CU.FT. ACERO,NEVERAS,KITCHENAID,"4.629,99","2.779,99",1
101023,KRBR109ESS,NEVERA B/M KITCHENAID 19 CU.FT. ACERO,NEVERAS,KITCHENAID,"4.629,99","2.779,99",1
101024,CYACONOF12K,A/A SPLIT COBY 12.000 BTU 220V BLANCO,AIRE ACONDICIONADO,COBY,"519,99","309,99",1
101026,CYACONOF24K,A/A SPLIT COBY 24.000 BTU 220V BLANCO,AIRE ACONDICIONADO,COBY,"1.054,99","619,99",2
101027,NKVR300K,NEVERA EXH NEWKOOL 16 CU.FT. BLANCO,NEVERAS,GENERICO,"1.239,99","729,99",2
101028,UFS12BLK,CONGELADOR VERT EXH BOTTOM MOUNT 340 LTS NEGRO,CONGELADORES,BOTTOM MOUNT,"2.699,99","1.624,99",2
101029,GDR8S,NEVERA T/M LIETUVOS 8 CU.FT. PLATEADO,NEVERAS,LIETUVOS,"709,99","424,99",2
101030,GDR10S,NEVERA T/M LIETUVOS 10 CU.FT. PLATEADO,NEVERAS,LIETUVOS,"909,99","539,99",1
101032,VC34BQK,CONGELADOR VERT LG 324 LTS INVERTER ROSADO,CONGELADORES,LG,"1.584,99","949,99",3
101035,KUWR214KSB,VINERA KITCHENAID 46 BOTELLAS ACERO,VINERAS,KITCHENAID,"5.499,99","3.299,99",1
101036,LKUIX335PPS,FABRICADOR DE HIELO KITCHENAID 11 KG ACERO,FABRICADORES D HIELO,KITCHENAID,"4.694,99","2.799,99",5
101037,LKUIX535PPS,FABRICADOR DE HIELO KITCHENAID 11 KG ACERO,FABRICADORES D HIELO,KITCHENAID,"5.319,99","3.189,99",2
101038,VX242C1,A/A SPLIT LG 24.000 BTU 220V DUALCOOL INVERTER BLANCO,AIRE ACONDICIONADO,LG,"1.669,99","999,99",6
101039,VX182C1,A/A SPLIT LG 18.000 BTU 220V DUALCOOL INVERTER BLANCO,AIRE ACONDICIONADO,LG,"1.219,99","729,99",3
101040,SX182CS1,A/A SPLIT LG 18.000 BTU 220V JETCOOL BLANCO,AIRE ACONDICIONADO,LG,"1.034,99","619,99",11
101041,SX242CS1,A/A SPLIT LG 24.000 BTU 220V JETCOOL BLANCO,AIRE ACONDICIONADO,LG,"1.419,99","849,99",7
101042,LP1419IVSM,A/A PORTATIL LG 3 EN 1 14.000 BTU 110V DUAL INVERTER BLANCO,AIRE ACONDICIONADO,LG,"1.119,99","669,99",7
101043,LP1014WC,A/A PORTATIL LG 3 EN 1 10.000 BTU 110V BLANCO,AIRE ACONDICIONADO,LG,"774,99","464,99",25
101045,VT38BPK,NEVERA T/M LG 13 CU.FT. INVERTER ROSADO,NEVERAS,LG,"1.519,99","899,99",1
101046,VC34BQM,CONGELADOR VERT LG 324 LTS INVERTER VERDE,CONGELADORES,LG,"1.714,99","999,99",1
101047,CHH100W,CONGELADOR HORZ BOTTOM MOUNT 100 LTS BLANCO,CONGELADORES,BOTTOM MOUNT,"364,99","219,99",2
101048,CHH150W,CONGELADOR HORZ BOTTOM MOUNT 150 LTS BLANCO,CONGELADORES,BOTTOM MOUNT,"454,99","274,99",2
101049,GCR6NC,NEVERA EXH GALATI 6 CU.FT. BLANCO,NEVERAS,GALATI,"1.034,99","614,99",1
101050,FRQU40E3HWS,NEVERA M/D FRIGIDAIRE 15 CU.FT. ACERO,NEVERAS,FRIGIDAIRE,"3.029,99","1.819,99",1
101051,FRSA15K2HVG,NEVERA SXS FRIGIDAIRE 15 CU.FT. C/DISP ACERO,NEVERAS,FRIGIDAIRE,"2.054,99","1.229,99",1
101052,FRSA19K2HVG,NEVERA SXS FRIGIDAIRE 19 CU.FT. C/DISP ACERO,NEVERAS,FRIGIDAIRE,"2.534,99","1.519,99",2
101054,FRTS12K3HTS,NEVERA T/M FRIGIDAIRE 12 CU.FT. C/DISP PLATEADO,NEVERAS,FRIGIDAIRE,"1.469,99","879,99",1
101055,1PV330L,CONGELADOR VERT JAGUAR 330 LTS BRONCE,CONGELADORES,JAGUAR,"1.109,99","649,99",2
101056,2PV700L,CONGELADOR VERT JAGUAR 700 LTS 2 PTAS BRONCE,CONGELADORES,JAGUAR,"2.184,99","1.299,99",1
101058,LMYL11158BX,DISPENSADOR DE AGUA B/INF JAGUAR BLANCO,ENFRIADORES BOTELLON,JAGUAR,"334,99","199,99",1
101059,GPNEJ1P,NEVERA EJEC GPLUS 3.2 CU.FT. C/ESCARCHA ACERO GPNV1006007,NEVERAS,GPLUS,"369,99","219,99",2
101060,FH36BLACK,FABRICADOR DE HIELO DRIJA 36 KG NEGRO,FABRICADORES D HIELO,DRIJA,"1.774,99","1.039,99",1
101062,150LBR,CONGELADOR HORZ JAGUAR 150 LTS BLANCO,CONGELADORES,JAGUAR,"429,99","254,99",4
101063,305LG,CONGELADOR HORZ JAGUAR 305 LTS GRIS,CONGELADORES,JAGUAR,"879,99","519,99",2
101064,1PV460PH,NEVERA EXH JAGUAR 22 CU.FT. ACERO,NEVERAS,JAGUAR,"1.549,99","919,99",1
101065,2PV780PH,NEVERA EXH JAGUAR 27.5 CU.FT. 2 PTA ACERO,NEVERAS,JAGUAR,"2.879,99","1.709,99",1
101066,3PV1220PH,NEVERA EXH JAGUAR 43 CU.FT. 3 PTA ACERO,NEVERAS,JAGUAR,"4.309,99","2.559,99",1
101067,VIT128L,NEVERA EXH JAGUAR 4.5 CU.FT. EJECUTIVA ACERO,NEVERAS,JAGUAR,"579,99","339,99",1
101068,VIAA0112102011N,A/A SPLIT VIOTTO 12.000 BTU 110V NIVEUS BL/SIL VIAA1006592,AIRE ACONDICIONADO,VIOTTO,"634,99","379,99",4
110044,KXTS500LXW,TELEFONO ALAMBRICO PANASONIC D/MESA BLANCO,TELEFONIA,PANASONIC,"24,99","0,00",4
110047,KXTGC350LAB,TELEFONO INALAMB PANASONIC C/BLOQ DE LLAMADA NEGRO,TELEFONIA,PANASONIC,"89,99","0,00",4
110048,KXTGB310LAB,TELEFONO INALAMB PANASONIC C/BLOQ DE LLAMADA COMPACT NEGRO,TELEFONIA,PANASONIC,"74,99","0,00",3
200068,7MWTW1500EM,LAVADORA C/SUP WHIRLPOOL 15 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.139,99","679,99",13
200072,7MWTW1700EM,LAVADORA C/SUP WHIRLPOOL 17 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.334,99","799,99",4
200111,WET4027HW,CENTRO DE LAVADO ELECT WHIRLPOOL 20 KG BLANCO,LAVASECA,WHIRLPOOL,"2.369,99","1.419,99",14
200116,DW24S3IPV,"LAVAPLATO BERTAZZONI 15 SERV 24"" PANEL/DIG SUP ACERO",LAVAPLATOS,BERTAZZONI,"2.044,99","1.219,99",2
200126,WET4024HW,CENTRO DE LAVADO ELECT WHIRLPOOL 12 KG BLANCO,LAVASECA,WHIRLPOOL,"2.339,99","1.379,99",6
200134,WTW4955HW,LAVADORA C/SUP WHIRLPOOL 18 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.559,99","934,99",31
200146,GUD24ESSMWW,CENTRO DE LAVADO ELECT GE 12 KG BLANCO,LAVASECA,GE,"2.394,99","1.399,99",9
200164,TCLTLW010W,LAVADORA C/SUP TCL 10 KG GRIS,LAVADORAS,TCL,"640,00","379,99",1
200204,WTW4855HW,LAVADORA C/SUP WHIRLPOOL 16 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.409,99","819,99",20
200262,WM20WV26W,LAVADORA C/FRONT LG 20 KG INVERTER BLANCO,LAVADORAS,LG,"1.634,99","979,99",3
200263,DF20WV2EW,SECADORA C/FRONT LG 20 KG BLANCO,SECADORAS,LG,"1.559,99","929,99",1
200264,WK22BS6E,CENTRO DE LAVADO ELECT LG 22 KG ACE/NEG,LAVASECA,LG,"3.834,99","2.299,99",2
200268,GUD27ESMMWW,CENTRO DE LAVADO ELECT GE 20 KG BLANCO,LAVASECA,GE,"2.334,99","1.399,99",8
200277,7MWED2040JM,SECADORA C/FRONT WHIRLPOOL 20 KG BLANCO,SECADORAS,WHIRLPOOL,"1.294,99","779,99",22
200282,FLCE7522AW,CENTRO DE LAVADO ELECT FRIGIDAIRE 20 KG BLANCO,LAVASECA,FRIGIDAIRE,"2.464,99","1.449,99",1
200297,WTW4950HW,LAVADORA C/SUP WHIRLPOOL 20 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.469,99","879,99",1
200301,7MWED2140JB,SECADORA C/FRONT WHIRLPOOL 20 KG BLANCO,SECADORAS,WHIRLPOOL,"1.199,99","719,99",1
200307,7MWTW1604LM,LAVADORA C/SUP WHIRLPOOL 16 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.174,99","699,99",11
200308,7MWED1900EW,SECADORA C/FRONT WHIRLPOOL 19 KG BLANCO,SECADORAS,WHIRLPOOL,"1.574,99","949,99",6
200312,7MWTW7120LW,LAVADORA C/SUP WHIRLPOOL 27 KG BLANCO,LAVADORAS,WHIRLPOOL,"2.399,99","1.449,99",3
200313,7MWED7120LW,SECADORA C/FRONT WHIRLPOOL 28 KG BLANCO,SECADORAS,WHIRLPOOL,"2.494,99","1.499,99",2
200314,KDTM604KPS,"LAVAPLATO KITCHENAID 16 SERV 24"" PANEL/DIG SUP ACERO",LAVAPLATOS,KITCHENAID,"2.799,99","1.679,99",1
200320,7MWED6605MC,SECADORA C/FRONT WHIRLPOOL 23 KG PLATEADO,SECADORAS,WHIRLPOOL,"1.909,99","1.149,99",3
200323,7MWTW1904LM,LAVADORA C/SUP WHIRLPOOL 19 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.334,99","799,99",6
200326,WD14VV3S6C,LAVASECA ELECT LG 14 KG PLATEADO,LAVASECA,LG,"1.799,99","1.079,99",2
200330,7MWFW6605MC,LAVADORA C/FRONT WHIRLPOOL 23 KG PLATEADO,LAVADORAS,WHIRLPOOL,"2.839,99","1.699,99",3
200331,WT17WPBK,LAVADORA C/SUP LG 17 KG BLANCO,LAVADORAS,LG,"1.109,99","664,99",1
200332,WT17DPBK,LAVADORA C/SUP LG 17 KG PLATEADO,LAVADORAS,LG,"1.119,99","669,99",3
200335,8MWTW2640WJB,LAVADORA C/SUP WHIRLPOOL 26 KG BLANCO,LAVADORAS,WHIRLPOOL,"1.999,99","1.199,99",1
200336,ELTE7300AW,CENTRO DE LAVADO ELECT ELECTROLUX 20 KG BLANCO,LAVASECA,ELECTROLUX,"3.379,99","1.999,99",2
200338,8MWTW2231WJB,LAVADORA C/SUP WHIRLPOOL 22 KG XPERT SYSTEM AGITADOR BLANCO,LAVADORAS,WHIRLPOOL,"1.469,99","879,99",1
200342,ZDT925SINII,"LAVAPLATO MONAGRAM 16 SERV 24"" PANEL/DIG SUP BLANCO",LAVAPLATOS,MONOGRAM,"2.809,99","1.679,99",2
200343,WSMMED14W,LAVADORA C/SUP OSTER 14 KG BLANCO,LAVADORAS,OSTER,"699,99","419,99",4
200349,LMA9020WDGAB0,LAVADORA C/SUP MABE 9 KG SILVER,LAVADORAS,MABE,"634,99","369,99",1
200350,LMA76112CBAB0,LAVADORA C/SUP MABE 16 KG BLANCO,LAVADORAS,MABE,"1.054,99","629,99",5
200352,GTD45EBMRWS,SECADORA C/FRONT GE 22 KG BLANCO,SECADORAS,GE,"1.094,99","659,99",1
200353,MCL2440ESBB0,CENTRO DE LAVADO ELECT MABE 24 KG BLANCO,LAVASECA,MABE,"2.309,99","1.379,99",7
200356,VILS0212271015,SECADORA C/FRONT VIOTTO 10 KG 220V VILA1002859 BLANCO,SECADORAS,VIOTTO,"379,99","0,00",1
200359,WSL015A,LAVASECA ELECT TCL 15 KG BLANCO TCLV1000017,LAVASECA,TCL,"1.169,99","699,99",4
200361,LMA6120WDGAB0,LAVADORA C/SUP MABE 16 KG SILVER,LAVADORAS,MABE,"1.119,99","669,99",2
200363,CYCLONE12PRO,LAVASECA ELECT VETRUX 12 KG 220V PLATEADO,LAVASECA,GENERICO,"1.119,99","669,99",1
200364,LMA8120WDGAB0,LAVADORA C/SUP MABE 18 KG SILVER,LAVADORAS,MABE,"1.149,99","689,99",2
200365,WK22WS6PE,CENTRO DE LAVADO ELECT LG 22 KG BLANCO,LAVASECA,LG,"3.534,99","2.119,99",2
200368,WT19MV6,LAVADORA C/SUP LG 19 KG NEGRO,LAVADORAS,LG,"1.169,99","699,99",4
200369,WT19WV6,LAVADORA C/SUP LG 19 KG BLANCO,LAVADORAS,LG,"1.169,99","699,99",2
200372,VILV0113139011,LAVADORA C/FRONT VIOTTO 12 KG 110V PLATEADO,LAVADORAS,VIOTTO,"869,99","519,99",4
200373,HYDRA14,"LAVAPLATO VETRUX 14 SERV 24"" PANEL/DIG SUP ACERO",LAVAPLATOS,VETRUX,"1.064,99","619,99",1
200374,WSMMED105W,LAVADORA C/SUP OSTER 10.5 KG AUT/DIG BLANCO,LAVADORAS,OSTER,"534,99","319,99",4
200375,WDF518SAHM,"LAVAPLATO WHIRLPOOL 8 SERV 18"" PANEL/DIG FRONT ACERO",LAVAPLATOS,WHIRLPOOL,"1.584,99","949,99",1
300036,WCG55US6HB,TOPE A GAS WHIRLPOOL 5 QUEM 90 CM NEGRO,TOPES,WHIRLPOOL,"1.084,99","649,99",2
300089,BHIA60T,CAMPANA ISLA BACCO 60 CM ACERO,CAMPANAS,BACCO,"484,98","279,99",3
300095,BHAA60T,CAMPANA D/PARED BACCO 60 CM ACERO,CAMPANAS,BACCO,"294,99","169,99",3
300109,BCAV75E,CAMPANA D/PARED BACCO 75 CM ACERO,CAMPANAS,BACCO,"364,99","209,99",1
300113,BHWLB75E,CAMPANA D/PARED BACCO 75 CM NEGRO,CAMPANAS,BACCO,"484,98","279,99",1
300118,BHAN90T,CAMPANA D/PARED BACCO 90 CM NEGRO,CAMPANAS,BACCO,"345,00","200,00",1
300122,BCINL90E,CAMPANA ISLA BACCO 90 CM ACERO,CAMPANAS,BACCO,"1.650,00","949,99",2
300128,BCIVR90S,CAMPANA ISLA BACCO 90 CM ACERO,CAMPANAS,BACCO,"694,99","399,99",1
300130,BHANO60T,CAMPANA D/PARED BACCO 60 CM ACERO,CAMPANAS,BACCO,"269,99","159,99",1
300133,BHANO75T,CAMPANA D/PARED BACCO 75 CM ACERO,CAMPANAS,BACCO,"294,99","169,99",1
300136,BHANR90T,CAMPANA D/PARED BACCO 90 CM ACERO,CAMPANAS,BACCO,"604,99","350,00",2
300140,BHANO90T,CAMPANA D/PARED BACCO 90 CM ACERO,CAMPANAS,BACCO,"309,99","179,99",2
300143,PRISMATOUCH60,CAMPANA D/PARED DRIJA 60 CM PRISMATOUCH ACERO,CAMPANAS,DRIJA,"359,99","214,99",4
300147,VETRO60,CAMPANA D/PARED DRIJA 60 CM VETRO PROF ACERO,CAMPANAS,DRIJA,"499,99","299,99",3
300150,PRISMATOUCH76,CAMPANA D/PARED DRIJA 76 CM PRISMATOUCH ACERO,CAMPANAS,DRIJA,"294,99","174,99",3
