co_art,Modelo,Descripción,Sub-Línea,Marca,P1 C/IVA,P2 C/IVA,DSP
602463,GRICOC021PARMABLACK,GRIFERIA P/FREGADERO EUROPA MONOMANDO EXTRBL C021 NEGRO,GRIFERIAS,EUROPA,"319,99","189,99",3
602464,GRICOC018LUGANOGUNME,GRIFERIA P/FREGADERO EUROPA MONOMANDO C018 ACERO,GRIFERIAS,EUROPA,"214,99","124,99",1
602465,MK2220AS,"TRIM KIT PARA MICROONDAS WHIRLPOOL 30"" MK2220AS",ACCESORIOS LB,WHIRLPOOL,"254,99","149,99",1
602471,PEX21078TL,FREGADERO FRANKE 1T 78X51 CM ACERO,FREGADEROS,FRANKE,"1.134,99","679,99",1
602472,QSR188,FREGADERO KINDRED 1T 46 CM ACERO,FREGADEROS,KINDRED,"359,99","209,99",4
602474,BEAUTYRESTPLAT14X19,COLCHON SIMMONS BEAUTYREST PLATINUM MAT 140X190,COLCHONES,SIMMONS,"959,99","569,99",1
602476,FSX210520,FREGADERO FRANKE 1T 58X52 CM ACERO,FREGADEROS,FRANKE,"554,99","329,99",2
602477,8153AL,FREGADERO ADRIA 2T 82X54 CM BAJO TOPE C/KIT ACERO,FREGADEROS,ADRIA,"174,99","99,99",1
602480,SPCPTNAS1T51521J,PROTEC D/VOLT AVTEK PARA NEVERAS C/SUP VOLTAJE 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"44,99","0,00",3
602481,TPN18212T,TOMACORRIENTE AVTEK PARA NEVERAS C/SUP DE VOLT 2 T 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"39,99","0,00",1
602482,TPE18212T,TOMACORRIENTE AVTEK PARA EQUIP ELECT C/SUP DE VOLT 2 T 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"39,99","0,00",5
602484,SPCPABBB130A,PROTEC D/VOLT AVTEK PARA A/A Y REFRIG AJUST 12.000 BTU 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"49,99","0,00",6
602485,PTED1821BS,PROTEC D/VOLT AVTEK PARA EQUIP DOMESTICOS 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"19,99","0,00",2
602486,SPCPTINAS1T51521J,PROTEC D/VOLT AVTEK PARA NEVERAS C/SUP VOLTAJE ALT/CAP 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"34,99","0,00",1
602487,FRSIFONPLAST1,SIFON P/FREGADEROS DE PLASTICO 1T,FREGADEROS,FRINOX,"14,99","0,00",4
602488,FRDREN110LUX,DRENAJE DE LUJO PARA FREGADEROS,FREGADEROS,FRINOX,"14,99","0,00",2
602489,FA001EOSDIAMANTE,ALMOHADA FEELREST FA001 EOS DIAMANTE,ALMOHADAS,FEELREST,"109,99","0,00",1
602490,FA002GEADOBLINEA,ALMOHADA FEELREST FA002 GEA DOBLE LINEA,ALMOHADAS,FEELREST,"99,99","59,99",7
602491,TURANO,FREGADERO GASCO 1T 61X48X20 CM SATINADO ACERO,FREGADEROS,GASCO,"529,99","319,99",1
602492,BARI,FREGADERO GASCO 2T 84X51X20 CM SATINADO ACERO,FREGADEROS,GASCO,"749,99","449,99",6
602495,CLTE9KW,CALENTADOR DE AGUA ELECT DRIJA 13.5 LTS,ACCESORIOS LB,DRIJA,"399,99","239,99",8
602496,CLTE14KW,CALENTADOR DE AGUA ELECT DRIJA 21.5 LTS,ACCESORIOS LB,DRIJA,"524,99","314,99",3
602498,SIENA75,FREGADERO DRIJA 1T 75X51X22 CM C/KIT ACERO,FREGADEROS,DRIJA,"614,99","369,99",7
602499,SPEZIA76,FREGADERO DRIJA 1T 76X51x22 CM C/KIT ACERO,FREGADEROS,DRIJA,"564,99","329,99",5
602500,PARMA84,FREGADERO DRIJA 1T 84X51x22 CM C/KIT ACERO,FREGADEROS,DRIJA,"609,99","364,99",3
602501,KBX11045,FREGADERO FRANKE 1T 48X43 CM KUBUS ACERO,FREGADEROS,FRANKE,"569,99","339,99",7
602502,KBX11034,FREGADERO FRANKE 1T 37X34 CM ACERO,FREGADEROS,FRANKE,"569,99","339,99",4
602503,FSX210,FREGADERO FRANKE 1T 58X45 CM FRAMES ACERO,FREGADEROS,FRANKE,"989,99","589,99",6
602504,DRX620B,FREGADERO FRANKE 2T 86X50 CM DRAGON ACERO,FREGADEROS,FRANKE,"269,99","159,99",9
602505,GAX620,FREGADERO FRANKE 2T 86X50 CM GALASSIA ACERO,FREGADEROS,FRANKE,"334,99","199,99",12
602506,QSL151561,FREGADERO KINDRED 1T 38X39 CM ACERO,FREGADEROS,KINDRED,"199,99","119,99",1
602507,KST1UA9D,FREGADERO KINDRED 3T 100X48 CM ACERO,FREGADEROS,KINDRED,"734,99","439,99",10
602508,P16S,REGLETA AVTEK C/SUP DE VOLTAJE 6 TOMAS 120 VAC NEGRO,PROTECTORES DE CORRIENTE,AVTEK,"19,99","0,00",1
602510,SPP163T515,PROTEC D/VOLT AVTEK PARA EQUIP ELECT C/SUP VOLTAJE 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"34,99","0,00",1
602511,PATT3322N6,PROTEC D/VOLT AVTEK PARA A/A Y REFRIG AJUST 24.000 BTU 220 VAC,PROTECTORES DE CORRIENTE,AVTEK,"39,99","0,00",4
602512,PATT4422N6,PROTEC D/VOLT AVTEK PARA A/A Y REFRIG AJUST 36.000 BTU 220 VAC,PROTECTORES DE CORRIENTE,AVTEK,"39,99","0,00",6
602513,PATT4422N10,PROTEC D/VOLT AVTEK PARA A/A Y REFRIG AJUST 36.000 BTU 220 VAC,PROTECTORES DE CORRIENTE,AVTEK,"39,99","0,00",7
602514,SPCPABBB230,PROTEC D/VOLT AVTEK PARA A/A Y REFRIG 48.000 BTU 220 VAC,PROTECTORES DE CORRIENTE,AVTEK,"44,99","0,00",5
602515,SPCPTEAS1T51521J,PROTEC D/VOLT AVTEK PARA LAV/TV/MICRO 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"49,99","0,00",6
602516,PTE18212T,PROTEC D/VOLT AVTEK PARA EQUIP DE AUDIO Y VIDEO 120 VAC,PROTECTORES DE CORRIENTE,AVTEK,"29,99","0,00",1
602517,SPCPABBB230A,PROTEC D/VOLT AVTEK PARA A/A Y REFRIG AJUST 48.000 BTU 220 VAC,PROTECTORES DE CORRIENTE,AVTEK,"49,99","0,00",4
602519,GSMLPM120,PROTEC D/VOLT EXCELINE PARA CONEX/INTERNET 120 VAC,PROTECTORES DE CORRIENTE,EXCELINE,"19,99","0,00",5
602522,ONTARIOBS,FREGADERO GASCO 1T 76X50X22 CM SATINADO NEGRO,FREGADEROS,GASCO,"814,99","489,99",4
602524,GENOVAGG,GRIFERIA P/FREGADERO GASCO MONOMANDO FLEX NEG GENOVA CROMADO,GRIFERIAS,GASCO,"314,99","179,99",3
602525,GIRONA,GRIFERIA P/FREGADERO GASCO MONOMANDO FLEX GIRONA ACERO,GRIFERIAS,GASCO,"209,99","124,99",1
602526,CADIZ,GRIFERIA P/FREGADERO GASCO MONOMANDO EXTRBL CADIZ ACERO,GRIFERIAS,GASCO,"209,99","124,99",2
602527,NARDIS,GRIFERIA P/FREGADERO GASCO MONOMANDO FLEX NARDIS ACERO,GRIFERIAS,GASCO,"309,99","184,99",2
602530,ZKSP1H1CNSS,KIT DE ASAS MONOGRAM PARA NEVERAS ACERO,ACCESORIOS LB,MONOGRAM,"314,99","179,99",2
602532,ZKUN,KIT DE UNIFICACION Y CALENTADOR MONOGRAM PARA NEV/CONG,ACCESORIOS LB,MONOGRAM,"564,99","329,99",2
602533,CK1UP150RW2,PANEL MONOGRAM PARA FABRICADOR DE HIELO BLANCO,ACCESORIOS LB,MONOGRAM,"844,99","499,99",1
602535,V069,PROTEC D/VOLT PICKENS MULTIPROPOSITO 2 SALIDAS 120 VAC,PROTECTORES DE CORRIENTE,PICKENS,"34,99","18,99",4
602539,SQUARE5040TG,FREGADERO TEKA 1T 50X40x20 CM NEGRO,FREGADEROS,TEKA,"509,99","299,99",1
602541,FRGEMMAKITCHENBLACK,GRIFERIA P/FREGADERO FRINOX MONOMANDO EXTRBL GEMMA KITCHEN NG,GRIFERIAS,FRINOX,"209,99","124,99",2
602542,FRGEMMAKITCHEN4,GRIFERIA P/FREGADERO FRINOX MONOMANDO EXTRBL GEMMA KITCHEN4 CR,GRIFERIAS,FRINOX,"179,99","104,99",3
602543,FRARGOSKITCHEN2GRAPH,GRIFERIA P/FREGADERO FRINOX MONOMANDO EXTRBL ARGOS KITCHEN2 GP,GRIFERIAS,FRINOX,"169,99","99,99",1
602544,FRARGOSKITCHEN2BLACK,GRIFERIA P/FREGADERO FRINOX MONOMANDO EXTRBL ARGOS KITCHEN2 NG,GRIFERIAS,FRINOX,"119,99","0,00",1
602545,PRL123,REJILLA P/DESAGUE PEERLESS ACERO,FREGADEROS,GENERICO,"14,99","0,00",10
602548,TOLEDOAC,GRIFERIA P/FREGADERO GASCO MONOMANDO EXTRBL TOLEDO ACERO,GRIFERIAS,GASCO,"184,99","109,99",3
602553,BSCOMBO,ONTARIOBS / TOLEDO / UC202,FREGADEROS,GASCO,"874,99","519,99",3
602554,FHE001HERMESQUEEN,COLCHON FEELREST FHE001 HERMES QUEEN 160X190,COLCHONES,FEELREST,"1.159,99","699,99",3
602556,BK5910A,REJILLA P/LAVAPLATOS CROMADO,FREGADEROS,GENERICO,"9,99","0,00",8
602557,SINKDRAINER,COLADOR P/FREGADERO DE PLASTICO,FREGADEROS,GENERICO,"19,99","0,00",12
602558,BEAUTYRESTMEMO16X19,COLCHON SIMMONS BEAUTYREST BLACK MEMORY QUEN 160X190,COLCHONES,SIMMONS,"2.059,99","1.229,99",2
602559,BEAUTYRESTBLACK16X19,BOX SPRING SIMMONS BEAUTYREST BLACK QUEEN 160X190,COLCHONES,SIMMONS,"664,99","399,99",3
602560,BEAUTYREST160X190,BOX SPRING SIMMONS BEAUTYREST QUEEN 160X190,COLCHONES,SIMMONS,"539,99","319,99",3
602562,CFT1507FW,CALEFACTOR ELECT TEKNOGAS RADIADOR 110V/1500W BLANCO,ACCESORIOS LB,TEKNOGAS,"54,99","0,00",747
602563,NIAGARA,FREGADERO GASCO 1T 84X49X19 CM C/KIT ACERO,FREGADEROS,GASCO,"699,99","419,99",2
602564,JDEJ3406,EXTENSION ELECT JADEVER 20M 14 AWG,PROTECTORES DE CORRIENTE,GENERICO,"24,99","0,00",2
700031,U200T,"BASE P/TV FIJA PICKENS DE 17"" A 45""",BASES P/AUDIO/VIDEO,PICKENS,"55,00","0,00",2
700064,SP200,"BASE P/TV ARTICULADA PICKENS 32"" A 47""",BASES P/AUDIO/VIDEO,PICKENS,"49,99","0,00",1
700110,GST,REPISA P/AUDIO Y VIDEO PICKENS 3 STAND,BASES P/AUDIO/VIDEO,PICKENS,"254,99","149,99",4
700133,WL100,"BASE P/TV FIJA PICKENS 10"" A 24""",BASES P/AUDIO/VIDEO,PICKENS,"14,99","0,00",5
700135,JT61DTV520,KIT DE ANTENA DIRECTV,ACCESORIOS LM,GENERICO,"64,99","0,00",1
700137,L100M,"BASE P/TV ARTICULADA PICKENS 10"" A 26""",BASES P/AUDIO/VIDEO,PICKENS,"19,99","0,00",2
703023,SVSLIM2342,"BASE P/TV FIJA SUPERVISION SUPER SLIM 23"" A 42""",BASES P/AUDIO/VIDEO,SUPERVISION,"39,99","0,00",1
703027,DSK60S570U,KIT DE ANTENA DIRECTV 60CM/DUAL/LNBW 2.0,ACCESORIOS LM,GENERICO,"64,99","0,00",21
703035,SVARM3260,"BASE P/TV ARTICULADA SUPERVISION SUPER ARM 32"" A 60""",BASES P/AUDIO/VIDEO,SUPERVISION,"109,99","0,00",1
703038,SVSTANDISCII,BASE P/AUDIO Y VIDEO SUPERVISION 2 STAND PREMIUN,BASES P/AUDIO/VIDEO,SUPERVISION,"54,99","0,00",1
703050,P5,"BASE P/TV ARTICULADA PICKENS SLIM 32"" A 60""",BASES P/AUDIO/VIDEO,PICKENS,"119,99","0,00",1
703051,P6,"BASE P/TV ARTICULADA PICKENS SLIM 40"" A 70""",BASES P/AUDIO/VIDEO,PICKENS,"169,99","99,99",3
703052,P3FS,"BASE FIJA PICKENS SLIM P/TV SIN INCLINACION DE 32"" A 65""",BASES P/AUDIO/VIDEO,PICKENS,"34,99","0,00",4
703053,WT59015,"BASE P/TV DE TECHO PICKENS 26"" A 50""",BASES P/AUDIO/VIDEO,PICKENS,"114,99","0,00",6
703055,UA800,"ADAPTADOR P/BASE PICKENS 42"" A 63""",BASES P/AUDIO/VIDEO,PICKENS,"39,99","0,00",3
703056,TS1551BLAC,"BASE P/TV MOVIL ONKRON 40"" A 70""",BASES P/AUDIO/VIDEO,ONKRON,"479,99","289,99",1
800047,KHM512OB,BATIDORA DE MANO KITCHENAID 5 VELOC 250W NEGRO,BATIDORAS,KITCHENAID,"114,99","0,00",3
800074,BAR32,CAFETERA EXPRESSO & CAPPUCCINO DELONGHI,CAFETERAS,DELONGHI,"169,99","99,99",9
800091,BVSTEM3299013,CAFETERA EXPRESSO & CAPUCHINO OSTER 4 TZAS PLATEADO,CAFETERAS,OSTER,"109,99","0,00",20
800124,R3T,CARTUCHO CHARGER REPUESTO TRANSP MOD F3,FILTROS P/RAPIDO,CHARGER,"19,99","0,00",9
800127,CWE7ECO,"CARTUCHO DOBLE ACCION CW 7""",FILTROS P/RAPIDO,CRISTAL WATER,"9,99","0,00",3
800144,TRIPLES1017CBKKIT,"FILTRO D/AGUA CHARGER C/ELEM 10"" 5 MIC TRIP/FILTRADO C/KIT",FILTROS P/RAPIDO,CHARGER,"384,99","229,99",1
800146,CWF10SD110,"FILTRO D/AGUA CW C/ELEM FILT 10"" 5 MIC",FILTROS P/RAPIDO,CRISTAL WATER,"49,98","0,00",1
800148,CWE10117,"ELEMENTO FILT CW 10"" 5 MIC DOB/ACCION",FILTROS P/RAPIDO,CRISTAL WATER,"19,99","0,00",11
800149,CWF10SD117,"FILTRO D/AGUA CW C/ELEM FILT 10"" 5 MIC DOB/ACCION E117",FILTROS P/RAPIDO,CRISTAL WATER,"60,00","0,00",4
800178,15CAVITYSQU,MOLDES P/HIELO 15 CAVIDADES SILICONE NEGRO,UTENSILIOS DE COCINA,GENERICO,"14,99","0,00",5
800216,F1950,LICUADORA FORD 5 VEL 500W V/ACERO,LICUADORAS,FORD,"69,99","0,00",7
800234,46515,LICUADORA OSTER 2 VEL 2 LTS 500W V/VIDR CROMADO,LICUADORAS,OSTER,"134,99","0,00",17
800265,13551,JGO D/OLLAS MAGEFESA 7 PZAS PRACTIX ANODIZADO,OLLAS,MAGEFESA,"219,99","129,99",4
800268,41420,JGO D/OLLAS MAGEFESA 8 PZAS ALUM/ANODIZ PLATEADO,OLLAS,MAGEFESA,"389,99","229,99",2
800281,D677UX,FREIDORA D/INMERSION DELONGHI 2.2 LTS 1.500W BLANCO,AYUDANTES DE COCINA,DELONGHI,"29,99","0,00",32
800289,45880,JGO D/OLLAS MAGEFLON 7 PZAS VULCANO,OLLAS,MAGEFLON,"199,99","119,99",4
800292,9071,CAFETERA GRECA BIALETTI 2 TZAS BRIKKA,CAFETERAS,BIALETTI,"119,99","0,00",2
800351,15553,SARTEN MAGEFESA 20 CM PRACTIX ALUM/ANODIZ,OLLAS,MAGEFESA,"34,99","0,00",8
800356,15555,SARTEN MAGEFESA 24 CM PRACTIX ALUM/ANODIZ,OLLAS,MAGEFESA,"44,99","0,00",4
800371,41423,SARTEN MAGEFESA 24 CM GOURMET INDUCCION ALUM/ANODIZ,OLLAS,MAGEFESA,"69,99","0,00",3
800377,45101,SARTEN MAGEFLON 18 CM SUPRA ANTIADHERENTE,OLLAS,MAGEFLON,"29,99","0,00",4
800380,45105,SARTEN MAGEFLON 30 CM SUPRA ANTIADHERENTE,OLLAS,MAGEFLON,"39,99","0,00",3
800384,45801,SARTEN MAGEFLON 16 CM VULCANO INDUCCION ANTIADHERENTE,OLLAS,MAGEFLON,"34,99","0,00",5
800388,45803,SARTEN MAGEFLON 20 CM VULCANO INDUCCION ANTIADHERENTE,OLLAS,MAGEFLON,"39,99","0,00",6
800390,45805,SARTEN MAGEFLON 24 CM VULCANO INDUCCION ANTIADHERENTE,OLLAS,MAGEFLON,"44,99","0,00",7
800433,IG201,PLANCHA/GRILL ELECT B&D 1.200W NEGRO,PLANCHAS / GRILL,BLACK & DECKER,"89,99","0,00",16
800471,7310,CAFETERA GRECA BIALETTI 2 TZAS MINI INDUCCION C/TAZAS NEGRO,CAFETERAS,BIALETTI,"154,99","0,00",1
800491,45107,PLANCHA LISA D/COCINA MAGEFLON 28 CM SUPRA ANTIADHERENTE,OLLAS,MAGEFLON,"39,99","0,00",4
800501,CP03128,TIJERA D/COCINA FAMILY MANG/NEGRO ACERO,UTENSILIOS DE COCINA,GENERICO,"14,99","0,00",3
800510,CKSTSM3891,SANDWICHERA OSTER PLATO REMOVIBLE 2 PANES PLATEADO,SANDWICHERA,OSTER,"54,99","0,00",11
800548,AP1008DH,PURIFICADOR D/AIRE COWAY OSMOSIS INVERS,VENTILADORES,COWAY,"559,99","0,00",1
800597,HA10SX,"ELEMENTO FILT CW 10"" REDUCTOR CALCIO",FILTROS P/RAPIDO,CRISTAL WATER,"29,99","0,00",3
800600,CWF7NOVA,"FILTRO D/AGUA CW C/ELEM FILT 7"" 5 MIC DOB/ACCION E7",FILTROS P/RAPIDO,CRISTAL WATER,"39,99","0,00",4
800606,88,TIJERA D/COCINA GHIDINI MANG/BLANCO ACERO,UTENSILIOS DE COCINA,GHIDINI,"14,99","0,00",4
800613,CWE10RES,"ELEMENTO FILT CW 10"" D/RESINA",FILTROS P/RAPIDO,CRISTAL WATER,"19,99","0,00",5
800619,1846,SET DE PITILLOS GHIDINI 6 PZAS C/CEPILLO,UTENSILIOS DE COCINA,GHIDINI,"9,99","0,00",1
800632,5297,ENFRIADOR P/TORTAS GHIDINI CROMADO 2013,UTENSILIOS DE COCINA,GHIDINI,"14,99","0,00",4
800651,FPSTJU407W,EXPRIMIDOR D/JUGO OSTER 1 LTS BLANCO,EXPRIMIDORES,OSTER,"34,99","0,00",5
800657,BAR00045,BARRA SF SUJETADORA 45 CM ACERO,MENORES,SMITHFALCHETTI,"94,99","0,00",2
800658,DRA20030,SUMIDERO SF RECT 30 CM SIN BORDE,MENORES,SMITHFALCHETTI,"94,99","0,00",1
800672,CKSTPA2880013,SANDWICHERA OSTER T/PANINI GRILL ACERO,SANDWICHERA,OSTER,"79,99","0,00",3
800687,21399455,JGO D/UTENSILIOS TRAMONTINA 5 PZAS,UTENSILIOS DE COCINA,TRAMONTINA,"55,00","0,00",3
800692,25680103,COLADOR D/MALLA TRAMONTINA 17 CM UTILITA MANG/NEGRO ACERO,UTENSILIOS DE COCINA,TRAMONTINA,"29,99","0,00",1
800694,25921100,TIJERA D/COCINA TRAMONTINA MANG/NEGRO ACERO,UTENSILIOS DE COCINA,TRAMONTINA,"29,99","0,00",7
800776,KHM512WH,BATIDORA DE MANO KITCHENAID 5 VELOC 250W BLANCO,BATIDORAS,KITCHENAID,"109,99","0,00",5
800783,PRO1282,OLLA D/PRESION PROTOX 8 LTS ALUM,OLLAS,GENERICO,"94,99","0,00",1
800821,2681,TORTERA ALTA 38X13 CM TT001-H0001,UTENSILIOS DE COCINA,GENERICO,"29,99","0,00",1
800823,WK110234,PORTA CAMBUR CROMADO,UTENSILIOS DE COCINA,GENERICO,"19,99","0,00",2
800825,16PCSCUTLER,JGO D/CUBIERTOS 16 PZAS ACERO,UTENSILIOS DE COCINA,GENERICO,"49,99","0,00",2
800863,BAR00035,BARRA SF SUJETADORA 35 CM ACERO,MENORES,SMITHFALCHETTI,"89,99","0,00",2
800864,BAR00060,BARRA SF SUJETADORA 60 CM ACERO,MENORES,SMITHFALCHETTI,"99,99","0,00",1
800865,DRA20040,SUMIDERO SF RECT 40 CM SIN BORDE,MENORES,SMITHFALCHETTI,"99,99","0,00",3
800867,DRA20080,SUMIDERO SF RECT 80 CM SIN BORDE,MENORES,SMITHFALCHETTI,"134,99","0,00",2
800868,DRA20120,SUMIDERO SF RECT 120 CM SIN BORDE,MENORES,SMITHFALCHETTI,"294,99","174,99",1
800869,8067,POTE HERMETICO BORMIOLI FIDO 400 CL 149260,UTENSILIOS DE COCINA,BORMIOLI,"29,99","0,00",1
800872,7128,"PLANTA GENERAC 3,5 KW GASOLINA",MENORES,GENERICO,"2.269,99","0,00",1
800900,KMT2115OB,TOSTADORA KITCHENAID 2 REB C/PALANCA MANUAL NEGRO,TOSTADORAS,KITCHENAID,"134,99","79,99",1
801043,8029,POTE HERMETICO BORMIOLI FIDO 200 CL 149240,UTENSILIOS DE COCINA,BORMIOLI,"19,99","0,00",2
801048,2227,POTE HERMETICO BORMIOLI FIDO 35 CL 141332,UTENSILIOS DE COCINA,BORMIOLI,"14,99","0,00",2
801050,TRAY,BANDEJA P/ESCURRIDOR DE CUBIERTOS 36X32 CM,UTENSILIOS DE COCINA,GENERICO,"9,99","0,00",3
801051,1676,JARRA DE VIDRIO BORMIOLI FRIGOVERRE 1 LTS 387370,UTENSILIOS DE COCINA,BORMIOLI,"39,99","0,00",1
801052,SET6DOUBLEW,JGO D/VASOS 6 UND DE VIDRIO,UTENSILIOS DE COCINA,GENERICO,"24,99","0,00",1
801095,CWE10PLUS,"ELEMENTO FILT CW 10"" DOB/ACCION",FILTROS P/RAPIDO,CRISTAL WATER,"14,99","0,00",7
801107,0663,POTE P/COCINA BORMIOLI STAGIONI 50 CL 349750,UTENSILIOS DE COCINA,BORMIOLI,"14,99","0,00",1
801108,8596,POTE P/COCINA BORMIOLI STAGIONI 20 CL 365641,UTENSILIOS DE COCINA,BORMIOLI,"14,99","0,00",1
801118,MAXITAURUS,LICUADORA TAURUS 3 VEL 400W V/VIDR CROMADO,LICUADORAS,TAURUS,"69,99","0,00",1
801122,21146190,TENEDOR TRINCHANTE TRAMONTINA POLYWOOD INOX,UTENSILIOS DE COCINA,TRAMONTINA,"9,99","0,00",6
801131,25655100,PURETERA TRAMONTINA UTILITA MANG/NEGRO ACERO,UTENSILIOS DE COCINA,TRAMONTINA,"14,99","8,99",3
801153,S9520D,PLANCHA P/CABELLO REMINGTON CERAMIC,CUIDADO PERSONAL,REMINGTON,"109,99","0,00",2
801156,CWRO50,SISTEMA D/OSMOSIS INVERSA CW 3 ETP PURIFICADOR 50 GPD,FILTROS P/RAPIDO,CRISTAL WATER,"374,99","0,00",2
801158,JXBUCT01,KIT GE CONVERTIDOR DE GAS,MENORES,GE,"169,99","99,99",10
801159,FA20BIG50,"ELEMENTO FILT ATLAS 20"" 50 MIC POLIP/HILADO",FILTROS P/RAPIDO,ATLAS,"49,98","0,00",15
801160,CWF7NOVAPLUS,"FILTRO D/AGUA CW C/ELEM FILT 7"" 5 MIC TRANSP E7TT",FILTROS P/RAPIDO,CRISTAL WATER,"55,00","0,00",9
801165,CKSTAM0513,TOSTY AREPA OSTER 6 CAVID 1.200W NEGRO,TOSTY AREPAS,OSTER,"94,99","0,00",3
801168,46034,BANDEJA P/GALLETAS MAGEFLON 47X33 CM,OLLAS,MAGEFLON,"14,99","0,00",3
801171,CKSTRC1700W,ARROCERA OSTER 10 TZAS BLANCO,MENORES,OSTER,"79,99","0,00",3
801194,BKMVGR,BATIDORA DE PEDESTAL BACCO 5.5 LTS BOWL VINTAGE VERDE,BATIDORAS,BACCO,"269,99","159,99",3
801195,BKMVBE,BATIDORA DE PEDESTAL BACCO 5.5 LTS BOWL VINTAGE BEIGE,BATIDORAS,BACCO,"269,99","159,99",2
801196,BKMVBL,BATIDORA DE PEDESTAL BACCO 5.5 LTS BOWL VINTAGE AZUL,BATIDORAS,BACCO,"269,99","159,99",2
801202,KSM150PSER,BATIDORA DE PEDESTAL KITCHENAID ARTISAN 4.7 LTS BOWL 325W RJ,BATIDORAS,KITCHENAID,"749,99","449,99",1
801227,HTD8813C,TERMOMETRO WESTINGHOUSE INFRAROJO/MULTIFUN,MENORES,WESTINHOUSE,"114,99","0,00",6
801239,134,TABLA D/CORTAR RIGAMONTI 22X33 CM,UTENSILIOS DE COCINA,GENERICO,"39,99","0,00",1
801241,BTV4PBL,TOSTADORA BACCO 4 REB 6 NIVELES VINTAGE AZUL,TOSTADORAS,BACCO,"69,99","0,00",2
801242,BLV15LBL,LICUADORA BACCO 2 VEL+PULSO 1.5 LTS 500W VINTAGE AZUL,LICUADORAS,BACCO,"79,99","0,00",2
801245,BLV15LBE,LICUADORA BACCO 2 VEL+PULSO 1.5 LTS 500W VINTAGE BEIGE,LICUADORAS,BACCO,"79,99","0,00",1
801255,K5THCB,ACCESORIO P/BATIDORA KITCHENAID BATIDOR PARA MASA,AYUDANTES DE COCINA,KITCHENAID,"19,99","0,00",3
801259,KFC3516ER,PROC D/ALIMENTOS KITCHENAID 3.5 TZAS MINI ROJO,PROCESADOR DE ALIMENTOS,KITCHENAID,"134,99","0,00",1
801266,KHM512ER,BATIDORA DE MANO KITCHENAID 5 VELOC 250W ROJO,BATIDORAS,KITCHENAID,"119,99","0,00",1
801267,KHM7210CU,BATIDORA DE MANO KITCHENAID 7 VELOC 250W PLATEADO,BATIDORAS,KITCHENAID,"149,99","0,00",1
801268,KSM1APC,ACCESORIO P/BATIDORA KITCHENAID ESPIRALIZADOR 7 CUCHLLAS,AYUDANTES DE COCINA,KITCHENAID,"179,99","104,99",1
801269,KSMSCA,ACCESORIO P/BATIDORA KITCHENAID CORT/VEG EN LAMINA,AYUDANTES DE COCINA,KITCHENAID,"199,99","114,99",2
801295,KFC3516CU,PROC D/ALIMENTOS KITCHENAID 3.5 TZAS MINI PLATA,PROCESADOR DE ALIMENTOS,KITCHENAID,"134,99","0,00",1
801301,KMT4115OB,TOSTADORA KITCHENAID 4 REB CLASICO NEGRO,TOSTADORAS,KITCHENAID,"149,99","0,00",1
801321,KSMSFTA,ACCESORIO P/BATIDORA KITCHENAID PESO Y ATOMIZADOR,AYUDANTES DE COCINA,KITCHENAID,"179,99","104,99",1
801322,BCG111OB,MOLINO D/CAFE KITCHENAID 12 TZAS 170W ACERO,CAFETERAS,KITCHENAID,"119,99","0,00",2
801328,CWE10BBPP50,"ELEMENTO FILT CW 10"" 50 MIC ENT GRAL POLIP/SANIC",FILTROS P/RAPIDO,CRISTAL WATER,"29,99","0,00",2
801330,CWFBB10EPP50,FILTRO D/AGUA CW C/ELEM FILT 10'' 50 MIC ENT/GRAL E10BBPP50,FILTROS P/RAPIDO,CRISTAL WATER,"114,99","0,00",3
801335,KX401EXSDI,JGO D/UTENSILIOS KITCHENAID CULINARIO EDIT LTDA 100 AÑOS ROJO,UTENSILIOS DE COCINA,KITCHENAID,"79,99","0,00",5
801336,KX400EXSDI,JGO D/UTENSILIOS KITCHENAID REPOST EDIT LTDA 100 AÑOS MANG/ROJO,UTENSILIOS DE COCINA,KITCHENAID,"69,99","0,00",8
801339,HH09125001B,SANDWICHERA HOLSTEIN MAKER 2 PANES,SANDWICHERA,HOLSTEIN,"54,99","0,00",2
801361,KE004OHERA,CUCHARA D/COCINA KITCHENAID RANURADA MANG/ROJO NYLON,UTENSILIOS DE COCINA,KITCHENAID,"14,99","0,00",11
801363,KE010OHERA,COLADOR KITCHENAID MANG/ROJO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"24,99","0,00",5
801366,KE132OHERA,PRENSA D/AJO KITCHENAID MAG/ROJO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"24,99","0,00",1
801369,KE321OHERA,RALLADOR PLANO KITCHENAID ZESTER MANG/ROJO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"29,99","0,00",6
801370,KE320OHERA,RALLADOR PLANO KITCHENAID MANG/ROJO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"24,99","0,00",8
